Symbol,IssuerName,Sector,Industry,IPO
JPM^G,J P Morgan Chase & Co,n/a,n/a,n/a
JPM^H,J P Morgan Chase & Co,Finance,Major Banks,n/a
JAX,"J. Alexander&#39;s Holdings, Inc.",Consumer Services,Restaurants,2015
JILL,"J. Jill, Inc.",Consumer Non-Durables,Apparel,2017
JCP,"J.C. Penney Company, Inc. Holding Company",Consumer Services,Department/Specialty Retail Stores,n/a
SJM,J.M. Smucker Company (The),Consumer Non-Durables,Packaged Foods,n/a
JBL,Jabil Inc.,Technology,Electrical Products,1993
JEC,Jacobs Engineering Group Inc.,Basic Industries,Military/Government/Technical,n/a
JAG,Jagged Peak Energy Inc.,Energy,Oil & Gas Production,2017
JHX,James Hardie Industries plc.,Capital Goods,Building Materials,n/a
JHG,Janus Henderson Group plc,Finance,Investment Managers,2017
JOF,Japan Smaller Capitalization Fund Inc,n/a,n/a,1990
JBGS,JBG SMITH Properties,Consumer Services,Real Estate Investment Trusts,2017
JELD,"JELD-WEN Holding, Inc.",Basic Industries,Forest Products,2017
JCAP,"Jernigan Capital, Inc.",Consumer Services,Real Estate Investment Trusts,2015
JKS,JinkoSolar Holding Company Limited,Technology,Semiconductors,2010
JMP,JMP Group LLC,Finance,Investment Bankers/Brokers/Service,2007
JMPB,JMP Group LLC,Finance,Investment Bankers/Brokers/Service,n/a
JMPC,JMP Group LLC,Finance,Investment Bankers/Brokers/Service,2014
JBT,John Bean Technologies Corporation,Technology,Industrial Machinery/Components,n/a
BTO,John Hancock Financial Opportunities Fund,n/a,n/a,1994
HEQ,John Hancock Hedged Equity & Income Fund,n/a,n/a,2011
JHS,John Hancock Income Securities Trust,n/a,n/a,n/a
JHI,John Hancock Investors Trust,n/a,n/a,n/a
HPF,John Hancock Pfd Income Fund II,n/a,n/a,2002
HPI,John Hancock Preferred Income Fund,n/a,n/a,2002
HPS,John Hancock Preferred Income Fund III,n/a,n/a,2003
PDT,John Hancock Premium Dividend Fund,n/a,n/a,n/a
HTD,John Hancock Tax Advantaged Dividend Income Fund,n/a,n/a,2004
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,n/a,n/a,n/a
JW.A,"John Wiley & Sons, Inc.",n/a,n/a,n/a
JW.B,"John Wiley & Sons, Inc.",n/a,n/a,n/a
JNJ,Johnson & Johnson,Health Care,Major Pharmaceuticals,n/a
JCI,Johnson Controls International plc,Consumer Services,Other Consumer Services,n/a
JONE,"Jones Energy, Inc.",Energy,Oil & Gas Production,2013
JLL,Jones Lang LaSalle Incorporated,Finance,Real Estate,n/a
JMEI,Jumei International Holding Limited,Consumer Services,Other Specialty Stores,2014
JNPR,"Juniper Networks, Inc.",Technology,Computer Communications Equipment,1999
JP,Jupai Holdings Limited,Consumer Services,Other Consumer Services,2015
JE,"Just Energy Group, Inc.",Public Utilities,Oil/Gas Transmission,n/a
JE^A,"Just Energy Group, Inc.",n/a,n/a,n/a
LRN,K12 Inc,Consumer Services,Other Consumer Services,n/a
KAI,Kadant Inc,Technology,Industrial Machinery/Components,n/a
KDMN,"Kadmon Holdings, Inc.",Health Care,Major Pharmaceuticals,2016
KAMN,Kaman Corporation,Consumer Durables,Industrial Specialties,n/a
KSU,Kansas City Southern,Transportation,Railroads,n/a
KSU^,Kansas City Southern,Transportation,Railroads,n/a
KS,KapStone Paper and Packaging Corporation,Basic Industries,Paper,n/a
KAR,"KAR Auction Services, Inc",Consumer Durables,Automotive Aftermarket,2009
KED,Kayne Anderson Energy Development Company,n/a,n/a,2006
KYE,"Kayne Anderson Energy Total Return Fund, Inc.",n/a,n/a,2005
KMF,"Kayne Anderson Midstream Energy Fund, Inc",n/a,n/a,2010
KYN,Kayne Anderson MLP Investment Company,n/a,n/a,2004
KYN^F,Kayne Anderson MLP Investment Company,n/a,n/a,n/a
KB,KB Financial Group Inc,Finance,Commercial Banks,n/a
KBH,KB Home,Capital Goods,Homebuilding,1986
KBR,"KBR, Inc.",Basic Industries,Military/Government/Technical,2006
KAP,"KCAP Financial, Inc.",n/a,n/a,n/a
FRAC,"Keane Group, Inc.",Energy,Oilfield Services/Equipment,2017
K,Kellogg Company,Consumer Non-Durables,Packaged Foods,n/a
KEM,Kemet Corporation,Capital Goods,Electrical Products,n/a
KMPA,Kemper Corporation,Finance,Property-Casualty Insurers,2014
KMPR,Kemper Corporation,Finance,Property-Casualty Insurers,n/a
KMT,Kennametal Inc.,Capital Goods,Industrial Machinery/Components,n/a
KW,Kennedy-Wilson Holdings Inc.,Finance,Real Estate,n/a
KWN,Kennedy-Wilson Holdings Inc.,Finance,Real Estate,2012
KEN,Kenon Holdings Ltd.,Consumer Services,Marine Transportation,2015
KEG,"Key Energy Services, Inc.",Energy,Oilfield Services/Equipment,2016
KEY,KeyCorp,Finance,Major Banks,n/a
KEY^I,KeyCorp,n/a,n/a,n/a
KEYS,Keysight Technologies Inc.,Capital Goods,Industrial Machinery/Components,2014
KRC,Kilroy Realty Corporation,Consumer Services,Real Estate Investment Trusts,1997
KRP,Kimbell Royalty Partners,Energy,Oil & Gas Production,2017
KMB,Kimberly-Clark Corporation,Consumer Durables,Containers/Packaging,n/a
KIM,Kimco Realty Corporation,Consumer Services,Real Estate Investment Trusts,n/a
KIM^I,Kimco Realty Corporation,n/a,n/a,n/a
KIM^J,Kimco Realty Corporation,n/a,n/a,n/a
KIM^K,Kimco Realty Corporation,n/a,n/a,n/a
KIM^L,Kimco Realty Corporation,n/a,n/a,n/a
KMI,"Kinder Morgan, Inc.",Public Utilities,Natural Gas Distribution,2011
KMI^A,"Kinder Morgan, Inc.",n/a,n/a,n/a
KND,"Kindred Healthcare, Inc.",Health Care,Hospital/Nursing Management,n/a
KFS,"Kingsway Financial Services, Inc.",Finance,Property-Casualty Insurers,n/a
KGC,Kinross Gold Corporation,Basic Industries,Precious Metals,n/a
KEX,Kirby Corporation,Consumer Services,Marine Transportation,n/a
KL,Kirkland Lake Gold Ltd.,Basic Industries,Precious Metals,n/a
KRG,Kite Realty Group Trust,Consumer Services,Real Estate Investment Trusts,2004
KKR,KKR & Co. L.P.,Finance,Investment Managers,n/a
KKR^A,KKR & Co. L.P.,n/a,n/a,n/a
KKR^B,KKR & Co. L.P.,n/a,n/a,n/a
KFN^,KKR Financial Holdings LLC,n/a,n/a,n/a
KIO,KKR Income Opportunities Fund,n/a,n/a,2013
KREF,KKR Real Estate Finance Trust Inc.,Consumer Services,Real Estate Investment Trusts,2017
KMG,"KMG Chemicals, Inc.",Basic Industries,Major Chemicals,n/a
KNX,"Knight Transportation, Inc.",Transportation,Trucking Freight/Courier Services,2017
KNL,"Knoll, Inc.",Consumer Durables,Office Equipment/Supplies/Services,2004
KNOP,KNOT Offshore Partners LP,Consumer Services,Marine Transportation,2013
KN,Knowles Corporation,Consumer Non-Durables,Consumer Electronics/Appliances,2014
KSS,Kohl&#39;s Corporation,Consumer Services,Department/Specialty Retail Stores,1992
PHG,Koninklijke Philips N.V.,Energy,Consumer Electronics/Appliances,n/a
KOP,Koppers Holdings Inc.,Basic Industries,Forest Products,2006
KEP,Korea Electric Power Corporation,Public Utilities,Electric Utilities: Central,1994
KF,"Korea Fund, Inc. (The)",n/a,n/a,n/a
KFY,Korn/Ferry International,Technology,Diversified Commercial Services,1999
KOS,Kosmos Energy Ltd.,Energy,Oil & Gas Production,2011
KRA,Kraton Corporation,Basic Industries,Major Chemicals,2009
KR,Kroger Company (The),Consumer Services,Food Chains,n/a
KRO,Kronos Worldwide Inc,Basic Industries,Major Chemicals,n/a
KT,KT Corporation,Public Utilities,Telecommunications Equipment,n/a
KYO,Kyocera Corporation,Technology,Semiconductors,n/a
LB,"L Brands, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,n/a
SCX,L.S. Starrett Company (The),Capital Goods,Industrial Machinery/Components,n/a
LLL,"L3 Technologies, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,n/a
LQ,La Quinta Holdings Inc.,Consumer Services,Hotels/Resorts,2014
LH,Laboratory Corporation of America Holdings,Health Care,Medical Specialities,n/a
LADR,Ladder Capital Corp,Consumer Services,Real Estate Investment Trusts,2014
LW,"Lamb Weston Holdings, Inc.",Consumer Non-Durables,Packaged Foods,2016
LDR,"Landauer, Inc.",Capital Goods,Industrial Machinery/Components,n/a
LCI,Lannett Co Inc,Health Care,Major Pharmaceuticals,n/a
LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas Production,2011
LVS,Las Vegas Sands Corp.,Consumer Services,Hotels/Resorts,2004
LHO,LaSalle Hotel Properties,Consumer Services,Real Estate Investment Trusts,1998
LHO^I,LaSalle Hotel Properties,n/a,n/a,n/a
LHO^J,LaSalle Hotel Properties,n/a,n/a,n/a
LTM,LATAM Airlines Group S.A.,Transportation,Air Freight/Delivery Services,n/a
LDF,"Latin American Discovery Fund, Inc. (The)",n/a,n/a,n/a
LGI,Lazard Global Total Return and Income Fund,n/a,n/a,2004
LAZ,Lazard Ltd.,Finance,Investment Managers,2005
LOR,"Lazard World Dividend & Income Fund, Inc.",n/a,n/a,2005
LZB,La-Z-Boy Incorporated,Consumer Durables,Home Furnishings,n/a
LCII,LCI Industries ,Capital Goods,Auto Parts:O.E.M.,n/a
LFGR,Leaf Group Ltd.,Technology,EDP Services,n/a
LEA,Lear Corporation,Capital Goods,Auto Parts:O.E.M.,n/a
LEE,"Lee Enterprises, Incorporated",Consumer Services,Newspapers/Magazines,n/a
BWG,Legg Mason BW Global Income Opportunities Fund Inc.,n/a,n/a,2012
LM,"Legg Mason, Inc.",Finance,Investment Managers,n/a
LMHA,"Legg Mason, Inc.",Finance,Investment Managers,2016
LMHB,"Legg Mason, Inc.",Finance,Investment Managers,2016
LEG,"Leggett & Platt, Incorporated",Consumer Durables,Home Furnishings,n/a
JBK,Lehman ABS Corporation,Finance,Finance: Consumer Services,n/a
KTH,Lehman ABS Corporation,Finance,Finance: Consumer Services,n/a
KTN,Lehman ABS Corporation,Finance,Finance: Consumer Services,n/a
KTP,Lehman ABS Corporation,Finance,Finance: Consumer Services,n/a
XKE,Lehman ABS Corporation,Finance,Finance: Consumer Services,n/a
LDOS,"Leidos Holdings, Inc.",Technology,EDP Services,n/a
LEJU,Leju Holdings Limited,Finance,Real Estate,2014
LC,LendingClub Corporation,Miscellaneous,Business Services,2014
LEN,Lennar Corporation,Basic Industries,Homebuilding,n/a
LEN.B,Lennar Corporation,Basic Industries,Homebuilding,n/a
LII,"Lennox International, Inc.",Capital Goods,Industrial Machinery/Components,1999
LUK,Leucadia National Corporation,Consumer Non-Durables,Meat/Poultry/Fish,n/a
LVLT,"Level 3 Communications, Inc.",Public Utilities,Telecommunications Equipment,2011
LXP,Lexington Realty Trust,Consumer Services,Real Estate Investment Trusts,n/a
LXP^C,Lexington Realty Trust,n/a,n/a,n/a
LPL,"LG Display Co., Ltd.",Capital Goods,Industrial Machinery/Components,2004
USA,Liberty All-Star Equity Fund,n/a,n/a,1986
ASG,"Liberty All-Star Growth Fund, Inc.",n/a,n/a,n/a
LPT,Liberty Property Trust,Consumer Services,Real Estate Investment Trusts,n/a
LSI,"Life Storage, Inc.",Consumer Services,Real Estate Investment Trusts,n/a
LITB,"LightInTheBox Holding Co., Ltd.",Consumer Services,Catalog/Specialty Distribution,2013
LNC,Lincoln National Corporation,Finance,Life Insurance,n/a
LNC.WS,Lincoln National Corporation,n/a,n/a,n/a
LNN,Lindsay Corporation,Capital Goods,Industrial Machinery/Components,n/a
LN,LINE Corporation,Technology,"Computer Software: Programming, Data Processing",2016
LGF.A,Lions Gate Entertainment Corporation,n/a,n/a,n/a
LGF.B,Lions Gate Entertainment Corporation,n/a,n/a,2016
LAD,"Lithia Motors, Inc.",Consumer Durables,Automotive Aftermarket,n/a
LYV,"Live Nation Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,n/a
LYG,Lloyds Banking Group Plc,Finance,Commercial Banks,n/a
SCD,LMP Capital and Income Fund Inc.,n/a,n/a,2004
LMT,Lockheed Martin Corporation,Capital Goods,Military/Government/Technical,n/a
L,Loews Corporation,Finance,Property-Casualty Insurers,n/a
LPX,Louisiana-Pacific Corporation,Basic Industries,Forest Products,n/a
LOW,"Lowe&#39;s Companies, Inc.",Consumer Services,RETAIL: Building Materials,n/a
LXU,Lsb Industries Inc.,Basic Industries,Major Chemicals,n/a
LKSD,"LSC Communications, Inc.",Miscellaneous,Publishing,2016
LTC,"LTC Properties, Inc.",Consumer Services,Real Estate Investment Trusts,n/a
LUB,"Luby&#39;s, Inc.",Consumer Services,Restaurants,n/a
LL,"Lumber Liquidators Holdings, Inc",Consumer Services,RETAIL: Building Materials,2007
LXFR,Luxfer Holdings PLC,Basic Industries,Major Chemicals,2012
LXFT,"Luxoft Holding, Inc.",Technology,EDP Services,2013
LDL,"Lydall, Inc.",Capital Goods,Auto Parts:O.E.M.,n/a
WLH,Lyon William Homes,Capital Goods,Homebuilding,2013
LYB,LyondellBasell Industries NV,Basic Industries,Major Chemicals,n/a
MTB,M&T Bank Corporation,Finance,Major Banks,n/a
MTB.WS,M&T Bank Corporation,n/a,n/a,n/a
MTB^,M&T Bank Corporation,n/a,n/a,n/a
MTB^C,M&T Bank Corporation,n/a,n/a,n/a
MDC,"M.D.C. Holdings, Inc.",Capital Goods,Homebuilding,n/a
MHO,"M/I Homes, Inc.",Capital Goods,Homebuilding,1993
MHO^A.CL,"M/I Homes, Inc.",n/a,n/a,n/a
MAC,Macerich Company (The),Consumer Services,Real Estate Investment Trusts,1994
CLI,Mack-Cali Realty Corporation,Consumer Services,Real Estate Investment Trusts,n/a
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,n/a,n/a,2005
MIC,Macquarie Infrastructure Company,Energy,Oil Refining/Marketing,2004
MFD,Macquarie/First Trust Global,n/a,n/a,2004
BMA,Macro Bank Inc.,Finance,Commercial Banks,n/a
M,Macy&#39;s Inc,Consumer Services,Department/Specialty Retail Stores,n/a
MCN,Madison Covered Call & Equity Strategy Fund,n/a,n/a,2004
MSP,Madison Strategic Sector Premium Fund,n/a,n/a,2005
MMP,Magellan Midstream Partners L.P.,Energy,Natural Gas Distribution,n/a
MGA,"Magna International, Inc.",Capital Goods,Auto Parts:O.E.M.,n/a
MX,MagnaChip Semiconductor Corporation,Technology,Semiconductors,2011
MH^A,"Maiden Holdings, Ltd.",n/a,n/a,n/a
MH^C,"Maiden Holdings, Ltd.",n/a,n/a,n/a
MH^D,"Maiden Holdings, Ltd.",n/a,n/a,n/a
MHLA,"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers,2016
MHNC,"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers,2013
MAIN,Main Street Capital Corporation,n/a,n/a,2007
MSCA,Main Street Capital Corporation,n/a,n/a,n/a
MMD,MainStay DefinedTerm Municipal Opportunities Fund,n/a,n/a,2012
MNK,Mallinckrodt plc,Health Care,Major Pharmaceuticals,2013
MZF,Managed Duration Investment Grade Municipal Fund,n/a,n/a,2003
MANU,Manchester United Ltd.,Consumer Services,Services-Misc. Amusement & Recreation,2012
MTW,"Manitowoc Company, Inc. (The)",Capital Goods,Construction/Ag Equipment/Trucks,n/a
MN,"Manning & Napier, Inc.",Finance,Investment Managers,2011
MAN,ManpowerGroup,Technology,Professional Services,n/a
MFC,Manulife Financial Corp,Finance,Life Insurance,n/a
MRO,Marathon Oil Corporation,Energy,Oil & Gas Production,n/a
MPC,Marathon Petroleum Corporation,Energy,Integrated oil Companies,n/a
MMI,"Marcus & Millichap, Inc.",Finance,Real Estate,2013
MCS,Marcus Corporation (The),Consumer Services,Movies/Entertainment,n/a
MRIN,Marin Software Incorporated,Technology,EDP Services,2013
MPX,Marine Products Corporation,Capital Goods,Marine Transportation,n/a
HZO,"MarineMax, Inc.",Consumer Services,Other Specialty Stores,1998
MKL,Markel Corporation,Finance,Property-Casualty Insurers,1986
VAC,Marriot Vacations Worldwide Corporation,Finance,Real Estate,n/a
MMC,"Marsh & McLennan Companies, Inc.",Finance,Specialty Insurers,n/a
MLM,"Martin Marietta Materials, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),1994
MAS,Masco Corporation,Basic Industries,Forest Products,n/a
DOOR,Masonite International Corporation,Basic Industries,Forest Products,n/a
MTZ,"MasTec, Inc.",Basic Industries,Water Supply,n/a
MA,Mastercard Incorporated,Miscellaneous,Business Services,2006
MTDR,Matador Resources Company,Energy,Oil & Gas Production,2012
MTRN,Materion Corporation,Capital Goods,Industrial Specialties,n/a
MATX,"Matson, Inc.",Consumer Services,Marine Transportation,n/a
MLP,"Maui Land & Pineapple Company, Inc.",Finance,Real Estate,n/a
MMS,"Maximus, Inc.",Miscellaneous,Business Services,1997
MXL,"MaxLinear, Inc",Technology,Semiconductors,2010
MBI,"MBIA, Inc.",Finance,Property-Casualty Insurers,1987
MKC,"McCormick & Company, Incorporated",Consumer Non-Durables,Packaged Foods,n/a
MKC.V,"McCormick & Company, Incorporated",Consumer Non-Durables,Packaged Foods,n/a
MDR,"McDermott International, Inc.",Capital Goods,Metal Fabrications,n/a
MCD,McDonald&#39;s Corporation,Consumer Services,Restaurants,n/a
MUX,McEwen Mining Inc.,Basic Industries,Precious Metals,n/a
MCK,McKesson Corporation,Health Care,Other Pharmaceuticals,n/a
MDU,"MDU Resources Group, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),n/a
MTL,Mechel PAO,Basic Industries,Steel/Iron Ore,2004
MTL^,Mechel PAO,n/a,n/a,n/a
MRT,"MedEquities Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,2016
MPW,"Medical Properties Trust, Inc.",Consumer Services,Real Estate Investment Trusts,2005
MED,MEDIFAST INC,Consumer Non-Durables,Packaged Foods,n/a
MCC,Medley Capital Corporation,n/a,n/a,2011
MCV,Medley Capital Corporation,n/a,n/a,n/a
MCX,Medley Capital Corporation,n/a,n/a,2015
MDLQ,Medley LLC,Finance,Investment Managers,2017
MDLX,Medley LLC,Finance,Investment Managers,2016
MDLY,Medley Management Inc.,Finance,Investment Managers,2014
MD,"Mednax, Inc",Health Care,Hospital/Nursing Management,n/a
MDT,Medtronic plc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,n/a
MRK,"Merck & Company, Inc.",Health Care,Major Pharmaceuticals,n/a
MCY,Mercury General Corporation,Finance,Property-Casualty Insurers,n/a
MDP,Meredith Corporation,Consumer Services,Newspapers/Magazines,n/a
MTH,Meritage Corporation,Capital Goods,Homebuilding,n/a
MTOR,"Meritor, Inc.",Capital Goods,Auto Parts:O.E.M.,n/a
MER^K,"Merrill Lynch & Co., Inc.",n/a,n/a,n/a
MER^P,"Merrill Lynch & Co., Inc.",n/a,n/a,n/a
PIY,"Merrill Lynch Depositor, Inc.",Finance,Finance: Consumer Services,n/a
MTR,Mesa Royalty Trust,Energy,Oil & Gas Production,n/a
MSB,Mesabi Trust,Basic Industries,Precious Metals,n/a
MEI,"Methode Electronics, Inc.",Capital Goods,Electrical Products,n/a
MET,"MetLife, Inc.",Finance,Life Insurance,2000
MET^A,"MetLife, Inc.",n/a,n/a,n/a
MTD,"Mettler-Toledo International, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,1997
MXE,"Mexico Equity and Income Fund, Inc. (The)",n/a,n/a,n/a
MXF,"Mexico Fund, Inc. (The)",n/a,n/a,n/a
MFA,"MFA Financial, Inc.",Consumer Services,Real Estate Investment Trusts,n/a
MFA^B,"MFA Financial, Inc.",n/a,n/a,n/a
MFO,"MFA Financial, Inc.",Consumer Services,Real Estate Investment Trusts,n/a
MFCB,MFC Bancorp Ltd.,Finance,Commercial Banks,n/a
MCR,MFS Charter Income Trust,n/a,n/a,1989
MGF,MFS Government Markets Income Trust,n/a,n/a,1987
MIN,MFS Intermediate Income Trust,n/a,n/a,1988
MMT,MFS Multimarket Income Trust,n/a,n/a,1987
MFM,MFS Municipal Income Trust,n/a,n/a,1986
MFV,MFS Special Value Trust,n/a,n/a,n/a
MTG,MGIC Investment Corporation,Finance,Property-Casualty Insurers,1991
MGP,MGM Growth Properties LLC,Consumer Services,Real Estate Investment Trusts,2016
MGM,MGM Resorts International,Consumer Services,Hotels/Resorts,n/a
KORS,Michael Kors Holdings Limited,Consumer Non-Durables,Apparel,2011
MFGP,Micro Focus Intl PLC,Technology,Computer Software: Prepackaged Software,2017
MAA,"Mid-America Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts,1994
MAA^I,"Mid-America Apartment Communities, Inc.",n/a,n/a,n/a
MSL,MidSouth Bancorp,Finance,Major Banks,n/a
MPO,"MIDSTATES PETROLEUM COMPANY, INC.",Energy,Oil & Gas Production,2016
MCRN,Milacron Holdings Corp.,Technology,Industrial Machinery/Components,2015
MLR,"Miller Industries, Inc.",Capital Goods,Construction/Ag Equipment/Trucks,n/a
HIE,Miller/Howard High Income Equity Fund,n/a,n/a,2014
MTX,Minerals Technologies Inc.,Basic Industries,Major Chemicals,1992
MP^D,Mississippi Power Company,n/a,n/a,n/a
MG,Mistras Group Inc,Consumer Services,Military/Government/Technical,2009
MTU,Mitsubishi UFJ Financial Group Inc,Finance,Commercial Banks,n/a
MIXT,MiX Telematics Limited,Technology,Computer Software: Prepackaged Software,2013
MFG,"Mizuho Financial Group, Inc.",Finance,Major Banks,n/a
MBT,Mobile TeleSystems OJSC,Public Utilities,Telecommunications Equipment,n/a
MODN,"Model N, Inc.",Technology,"Computer Software: Programming, Data Processing",2013
MOD,Modine Manufacturing Company,Capital Goods,Auto Parts:O.E.M.,n/a
MC,Moelis & Company,Finance,Investment Managers,2014
MHK,"Mohawk Industries, Inc.",Consumer Durables,Home Furnishings,n/a
MOH,Molina Healthcare Inc,Health Care,Medical Specialities,2003
TAP,Molson Coors Brewing  Company,Consumer Non-Durables,Beverages (Production/Distribution),n/a
TAP.A,Molson Coors Brewing  Company,n/a,n/a,n/a
MNR,Monmouth Real Estate Investment Corporation,Consumer Services,Real Estate Investment Trusts,n/a
MNR^C,Monmouth Real Estate Investment Corporation,n/a,n/a,n/a
MORE          ,"Monogram Residential Trust, Inc.",Consumer Services,Real Estate Investment Trusts,n/a
MON,Monsanto Company,Basic Industries,Agricultural Chemicals,n/a
MCO,Moody&#39;s Corporation,Finance,Finance: Consumer Services,n/a
MOG.A,Moog Inc.,n/a,n/a,n/a
MOG.B,Moog Inc.,n/a,n/a,n/a
MS,Morgan Stanley,Finance,Investment Bankers/Brokers/Service,n/a
MS^A,Morgan Stanley,n/a,n/a,n/a
MS^E,Morgan Stanley,n/a,n/a,n/a
MS^F,Morgan Stanley,n/a,n/a,n/a
MS^G,Morgan Stanley,n/a,n/a,n/a
MS^I,Morgan Stanley,n/a,n/a,n/a
MS^K,Morgan Stanley,n/a,n/a,n/a
APF,"Morgan Stanley Asia-Pacific Fund, Inc.",n/a,n/a,n/a
CAF,Morgan Stanley China A Share Fund Inc.,n/a,n/a,2006
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",n/a,n/a,1993
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",n/a,n/a,2007
MSF,"Morgan Stanley Emerging Markets Fund, Inc.",n/a,n/a,1991
IIF,"Morgan Stanley India Investment Fund, Inc.",n/a,n/a,1994
MOS,Mosaic Company (The),Basic Industries,Agricultural Chemicals,n/a
MSI,"Motorola Solutions, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,n/a
MOV,Movado Group Inc.,Consumer Non-Durables,Consumer Specialties,n/a
MPLX,MPLX LP,Energy,Natural Gas Distribution,2012
MRC,MRC Global Inc.,Capital Goods,Industrial Machinery/Components,2012
ICB,"MS Income Securities, Inc.",n/a,n/a,n/a
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,Finance,Finance: Consumer Services,n/a
MSA,MSA Safety Incorporporated,Health Care,Industrial Specialties,n/a
MSM,"MSC Industrial Direct Company, Inc.",Capital Goods,Industrial Machinery/Components,1995
MSCI,MSCI Inc,Miscellaneous,Business Services,n/a
MSG,MSG Networks Inc.,Consumer Services,Services-Misc. Amusement & Recreation,2015
MSGN,MSG Networks Inc.,Consumer Services,Television Services,n/a
MLI,"Mueller Industries, Inc.",Capital Goods,Metal Fabrications,n/a
MWA,MUELLER WATER PRODUCTS,Capital Goods,Metal Fabrications,2006
MULE,"MuleSoft, Inc.",Technology,Computer Software: Prepackaged Software,2017
MUR,Murphy Oil Corporation,Energy,Oil & Gas Production,n/a
MUSA,Murphy USA Inc.,Consumer Durables,Automotive Aftermarket,2013
MVO,MV Oil Trust,Energy,Oil & Gas Production,2007
MVC,"MVC Capital, Inc.",n/a,n/a,n/a
MVCB,"MVC Capital, Inc.",n/a,n/a,n/a
MYE,"Myers Industries, Inc.",Consumer Non-Durables,Plastic Products,n/a
MYOV,Myovant Sciences Ltd.,Health Care,Major Pharmaceuticals,2016
NBR,Nabors Industries Ltd.,Energy,Oil & Gas Production,n/a
NC,"NACCO Industries, Inc.",Consumer Durables,Consumer Electronics/Appliances,n/a
NTP,Nam Tai Property Inc.,Finance,Real Estate,n/a
NTEST,NASDAQ TEST STOCK,n/a,n/a,n/a
NTEST.A,NASDAQ TEST STOCK,n/a,n/a,n/a
NTEST.B,NASDAQ TEST STOCK,n/a,n/a,n/a
NTEST.C,NASDAQ TEST STOCK,n/a,n/a,n/a
NBHC,National Bank Holdings Corporation,Finance,Major Banks,2012
NFG,National Fuel Gas Company,Public Utilities,Oil/Gas Transmission,n/a
NGG,"National Grid Transco, PLC",Public Utilities,Natural Gas Distribution,n/a
NHI,"National Health Investors, Inc.",Consumer Services,Real Estate Investment Trusts,n/a
NOV,"National Oilwell Varco, Inc.",Energy,Metal Fabrications,n/a
NPK,"National Presto Industries, Inc.",Capital Goods,Ordnance And Accessories,n/a
NNN,National Retail Properties,Consumer Services,Real Estate Investment Trusts,n/a
NNN^E,National Retail Properties,n/a,n/a,n/a
NNN^F,National Retail Properties,n/a,n/a,n/a
SID,National Steel Company,Capital Goods,Steel/Iron Ore,n/a
NSA,National Storage Affiliates Trust,Consumer Services,Real Estate Investment Trusts,2015
NSM,Nationstar Mortgage Holdings Inc.,Finance,Finance: Consumer Services,2012
NW^C.CL,Natl Westminster Pfd,n/a,n/a,n/a
NGS,"Natural Gas Services Group, Inc.",Energy,Oilfield Services/Equipment,2002
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Consumer Services,Food Chains,2012
NRP,Natural Resource Partners LP,Energy,Coal Mining,2002
NTZ,"Natuzzi, S.p.A.",Consumer Durables,Home Furnishings,1993
NLS,"Nautilus Group, Inc. (The)",Consumer Non-Durables,Recreational Products/Toys,n/a
NCI,"Navigant Consulting, Inc.",Consumer Services,Professional Services,n/a
NVGS,Navigator Holdings Ltd.,Transportation,Marine Transportation,2013
NNA,Navios Maritime Acquisition Corporation,Transportation,Marine Transportation,n/a
NM,Navios Maritime Holdings Inc.,Transportation,Marine Transportation,n/a
NM^G,Navios Maritime Holdings Inc.,n/a,n/a,n/a
NM^H,Navios Maritime Holdings Inc.,n/a,n/a,n/a
NAP,Navios Maritime Midstream Partners LP,n/a,n/a,2014
NMM,Navios Maritime Partners LP,Transportation,Marine Transportation,2007
NAV,Navistar International Corporation,Capital Goods,Auto Manufacturing,n/a
NAV^D,Navistar International Corporation,Capital Goods,Auto Manufacturing,n/a
NCS,"NCI Building Systems, Inc.",Capital Goods,Metal Fabrications,n/a
NCR,NCR Corporation,Miscellaneous,Office Equipment/Supplies/Services,n/a
NP,"Neenah Paper, Inc.",Basic Industries,Paper,n/a
NEFF,Neff Corporation,Technology,Diversified Commercial Services,2014
NNI,"Nelnet, Inc.",Finance,Finance: Consumer Services,2003
NPTN,NeoPhotonics Corporation,Technology,Semiconductors,2011
