Symbol,IssuerName,Sector,Industry,IPO
CLAR,Clarus Corporation,Consumer Non-Durables,Recreational Products/Toys,n/a
CDTI,"Clean Diesel Technologies, Inc.",Capital Goods,Pollution Control Equipment,n/a
CLNE,Clean Energy Fuels Corp.,Public Utilities,Natural Gas Distribution,2007
CLNT,"Cleantech Solutions International, Inc.",Technology,Industrial Machinery/Components,n/a
CACG,ClearBridge All Cap Growth ETF,n/a,n/a,n/a
YLDE,ClearBridge Dividend Strategy ESG ETF,n/a,n/a,n/a
LRGE,ClearBridge Large Cap Growth ESG ETF,n/a,n/a,n/a
CLFD,"Clearfield, Inc.",Public Utilities,Telecommunications Equipment,n/a
CLRO,"ClearOne, Inc.",Public Utilities,Telecommunications Equipment,n/a
CLSD,"Clearside Biomedical, Inc.",Health Care,Major Pharmaceuticals,2016
CLIR,ClearSign Combustion Corporation,Capital Goods,Industrial Machinery/Components,2012
CLIRW,ClearSign Combustion Corporation,Capital Goods,Industrial Machinery/Components,n/a
CMTA,Clementia Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,2017
CBLI,"Cleveland BioLabs, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,2006
CSBK,Clifton Bancorp Inc.,Finance,Savings Institutions,n/a
CLVS,"Clovis Oncology, Inc.",Health Care,Major Pharmaceuticals,2011
CMFN,CM Finance Inc,n/a,n/a,2014
CME,CME Group Inc.,Finance,Investment Bankers/Brokers/Service,2002
CCNE,CNB Financial Corporation,Finance,Major Banks,n/a
CWAY,"Coastway Bancorp, Inc.",Finance,Savings Institutions,2014
COBZ,CoBiz Financial Inc.,Finance,Major Banks,1998
COKE,Coca-Cola Bottling Co. Consolidated,Consumer Non-Durables,Beverages (Production/Distribution),1972
CODA,"Coda Octopus Group, Inc.",Capital Goods,Industrial Machinery/Components,n/a
CDXS,"Codexis, Inc.",Basic Industries,Major Chemicals,2010
CODX,"Co-Diagnostics, Inc.",Health Care,Medical/Dental Instruments,2017
CVLY,"Codorus Valley Bancorp, Inc",Finance,Savings Institutions,n/a
JVA,"Coffee Holding Co., Inc.",Consumer Non-Durables,Food Distributors,2005
CCOI,"Cogent Communications Holdings, Inc.",Consumer Services,Telecommunications Equipment,n/a
CGNT,"Cogentix Medical, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,n/a
COGT,"Cogint, Inc.",Consumer Services,Advertising,n/a
CGNX,Cognex Corporation,Capital Goods,Industrial Machinery/Components,1989
CTSH,Cognizant Technology Solutions Corporation,Technology,EDP Services,1998
COHR,"Coherent, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,n/a
CHRS,"Coherus BioSciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014
COHU,"Cohu, Inc.",Capital Goods,Electrical Products,n/a
CLCT,"Collectors Universe, Inc.",Miscellaneous,Business Services,1999
COLL,"Collegium Pharmaceutical, Inc.",Health Care,Major Pharmaceuticals,2015
CIGI,Colliers International Group Inc. ,Finance,Real Estate,n/a
CBAN,"Colony Bankcorp, Inc.",Finance,Major Banks,n/a
COLB,"Columbia Banking System, Inc.",Finance,Major Banks,1992
COLM,Columbia Sportswear Company,Consumer Non-Durables,Apparel,1998
CMCO,Columbus McKinnon Corporation,Capital Goods,Construction/Ag Equipment/Trucks,1996
CBMX,CombiMatrix Corporation,Health Care,Hospital/Nursing Management,n/a
CBMXW,CombiMatrix Corporation,Health Care,Hospital/Nursing Management,n/a
CMCSA,Comcast Corporation,Consumer Services,Television Services,n/a
CBSH,"Commerce Bancshares, Inc.",Finance,Major Banks,n/a
CBSHP,"Commerce Bancshares, Inc.",Finance,Major Banks,n/a
CUBN,"Commerce Union Bancshares, Inc.",Finance,Major Banks,n/a
CHUBA,"CommerceHub, Inc.",Technology,Computer Software: Prepackaged Software,n/a
CHUBK,"CommerceHub, Inc.",Technology,Computer Software: Prepackaged Software,n/a
CVGI,"Commercial Vehicle Group, Inc.",Capital Goods,Auto Parts:O.E.M.,2004
COMM,"CommScope Holding Company, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,2013
JCS,"Communications Systems, Inc.",Public Utilities,Telecommunications Equipment,n/a
ESXB,Community Bankers Trust Corporation.,Finance,Major Banks,n/a
CCFI,Community Choice Financial Inc.,n/a,n/a,n/a
CFBI,"Community First Bancshares, Inc.",Finance,Savings Institutions,2017
CYHHZ,"Community Health Systems, Inc.",Health Care,Hospital/Nursing Management,n/a
CTBI,"Community Trust Bancorp, Inc.",Finance,Major Banks,n/a
CWBC,Community West Bancshares,Finance,Major Banks,n/a
CVLT,"Commvault Systems, Inc.",Technology,Computer Software: Prepackaged Software,2006
CGEN,Compugen Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2000
CPSI,"Computer Programs and Systems, Inc.",Technology,EDP Services,2002
CTG,"Computer Task Group, Incorporated",Technology,EDP Services,n/a
CHCI,"Comstock Holding Companies, Inc.",Capital Goods,Homebuilding,2004
CMTL,Comtech Telecommunications Corp.,Technology,Radio And Television Broadcasting And Communications Equipment,n/a
CNAT,Conatus Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,2013
CNCE,"Concert Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2014
CXRX,Concordia International Corp.,Health Care,Major Pharmaceuticals,n/a
CCUR,Concurrent Computer Corporation,Technology,Computer Manufacturing,n/a
CDOR,"Condor Hospitality Trust, Inc.",Consumer Services,Real Estate Investment Trusts,n/a
CFMS,"ConforMIS, Inc.",Health Care,Industrial Specialties,2015
CNFR,"Conifer Holdings, Inc.",Finance,Property-Casualty Insurers,2015
CNMD,CONMED Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1987
CTWS,"Connecticut Water Service, Inc.",Public Utilities,Water Supply,n/a
CNOB,"ConnectOne Bancorp, Inc.",Finance,Major Banks,n/a
CNXR,"Connecture, Inc.",Technology,Computer Software: Prepackaged Software,2014
CONN,"Conn&#39;s, Inc.",Consumer Services,Consumer Electronics/Video Chains,2003
CNSL,"Consolidated Communications Holdings, Inc.",Public Utilities,Telecommunications Equipment,2005
CWCO,Consolidated Water Co. Ltd.,Public Utilities,Water Supply,n/a
CNAC,Constellation Alpha Capital Corp.,Finance,Business Services,2017
CNACR,Constellation Alpha Capital Corp.,Finance,Business Services,2017
CNACU,Constellation Alpha Capital Corp.,Finance,Business Services,2017
CNACW,Constellation Alpha Capital Corp.,Finance,Business Services,2017
CPSS,"Consumer Portfolio Services, Inc.",Finance,Finance: Consumer Services,1992
CFRX,ContraFect Corporation,Health Care,Major Pharmaceuticals,2014
CTRV,ContraVir Pharmaceuticals Inc,Health Care,Major Pharmaceuticals,n/a
CTRL,Control4 Corporation,Capital Goods,Electrical Products,2013
CPRT,"Copart, Inc.",Consumer Durables,Automotive Aftermarket,1994
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Health Care,Major Pharmaceuticals,n/a
CORT,Corcept Therapeutics Incorporated,Health Care,Major Pharmaceuticals,1982
CORE,"Core-Mark Holding Company, Inc.",Consumer Non-Durables,Food Distributors,n/a
CORI,"Corium International, Inc.",Health Care,Major Pharmaceuticals,2014
CSOD,"Cornerstone OnDemand, Inc.",Technology,Computer Software: Prepackaged Software,2011
CRVL,CorVel Corp.,Finance,Specialty Insurers,n/a
CRVS,"Corvus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2016
CSGP,"CoStar Group, Inc.",Miscellaneous,Business Services,1998
COST,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,n/a
CPAH,CounterPath Corporation,Technology,Computer Software: Prepackaged Software,n/a
ICBK,"County Bancorp, Inc.",Finance,Major Banks,2015
COUP,Coupa Software Incorporated,Technology,Computer Software: Prepackaged Software,2016
CVTI,"Covenant Transportation Group, Inc.",Transportation,Trucking Freight/Courier Services,1994
COWN,Cowen Inc.,Finance,Investment Bankers/Brokers/Service,n/a
COWNL,Cowen Inc.,Finance,Investment Bankers/Brokers/Service,n/a
PMTS,CPI Card Group Inc.,Finance,Finance Companies,2015
CPSH,CPS Technologies Corp.,Capital Goods,Building Materials,n/a
CRAI,"CRA International,Inc.",Miscellaneous,Other Consumer Services,1998
CBRL,"Cracker Barrel Old Country Store, Inc.",Consumer Services,Restaurants,1981
BREW,"Craft Brew Alliance, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),n/a
CRAY,Cray Inc,Technology,Computer Manufacturing,n/a
CACC,Credit Acceptance Corporation,Finance,Finance: Consumer Services,1992
CREE,"Cree, Inc.",Technology,Semiconductors,1993
CRESY,Cresud S.A.C.I.F. y A.,Finance,Real Estate,1997
CRSP,CRISPR Therapeutics AG,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2016
CRTO,Criteo S.A.,Technology,Advertising,2013
CROX,"Crocs, Inc.",Consumer Non-Durables,Shoe Manufacturing,2006
CCRN,"Cross Country Healthcare, Inc.",Technology,Professional Services,2001
CRWS,"Crown Crafts, Inc.",Basic Industries,Textiles,n/a
CYRX,"CryoPort, Inc.",Transportation,Oil Refining/Marketing,n/a
CYRXW,"CryoPort, Inc.",Transportation,Oil Refining/Marketing,n/a
CSGS,"CSG Systems International, Inc.",Technology,EDP Services,1996
CCLP,CSI Compressco LP,Energy,Oilfield Services/Equipment,2011
CSPI,CSP Inc.,Technology,EDP Services,1982
CSWI,"CSW Industrials, Inc.",Basic Industries,Home Furnishings,n/a
CSX,CSX Corporation,Transportation,Railroads,n/a
CTIC,CTI BioPharma Corp.,Health Care,Major Pharmaceuticals,1997
CTIB,CTI Industries Corporation,Basic Industries,Specialty Chemicals,1997
CTRP,"Ctrip.com International, Ltd.",Miscellaneous,Business Services,2003
CUNB,CU Bancorp (CA),Finance,Major Banks,n/a
CUI,"CUI Global, Inc.",Consumer Non-Durables,Electronic Components,n/a
CPIX,Cumberland Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,2009
CMLS,Cumulus Media Inc.,Consumer Services,Broadcasting,1998
CRIS,"Curis, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a
CUTR,"Cutera, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2004
CVBF,CVB Financial Corporation,Finance,Major Banks,n/a
CVV,CVD Equipment Corporation,Technology,Industrial Machinery/Components,n/a
CYAN,Cyanotech Corporation,Consumer Durables,Specialty Chemicals,n/a
CYBR,CyberArk Software Ltd.,Technology,Computer Software: Prepackaged Software,2014
CYBE,CyberOptics Corporation,Capital Goods,Electronic Components,1987
CYCC,"Cyclacel Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a
CYCCP,"Cyclacel Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a
CBAY,CymaBay Therapeutics Inc.,Health Care,Major Pharmaceuticals,n/a
CY,Cypress Semiconductor Corporation,Technology,Semiconductors,1986
CYRN,CYREN Ltd.,Technology,Computer Software: Prepackaged Software,n/a
CONE,CyrusOne Inc,Consumer Services,Real Estate Investment Trusts,2013
CYTK,"Cytokinetics, Incorporated",Health Care,Major Pharmaceuticals,2004
CTMX,"CytomX Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2015
CYTX,Cytori Therapeutics Inc,Health Care,Medical/Dental Instruments,n/a
CYTXW,Cytori Therapeutics Inc,Health Care,Medical/Dental Instruments,n/a
CTSO,Cytosorbents Corporation,Health Care,Medical/Dental Instruments,n/a
CYTR,CytRx Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1986
DJCO,Daily Journal Corp. (S.C.),Consumer Services,Newspapers/Magazines,n/a
DAKT,"Daktronics, Inc.",Consumer Durables,Miscellaneous manufacturing industries,1994
DARE,"Dare Bioscience, Inc.",Health Care,Major Pharmaceuticals,2014
DRIO,DarioHealth Corp.,Health Care,Medical/Dental Instruments,n/a
DRIOW,DarioHealth Corp.,Health Care,Medical/Dental Instruments,n/a
DZSI,"DASAN Zhone Solutions, Inc.",Public Utilities,Telecommunications Equipment,n/a
DSKE,"Daseke, Inc.",Consumer Services,Transportation Services,2015
DSKEW,"Daseke, Inc.",Consumer Services,Transportation Services,2015
DAIO,Data I/O Corporation,Capital Goods,Electrical Products,1981
DWCH,Datawatch Corporation,Technology,Computer Software: Prepackaged Software,1992
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",Consumer Services,Restaurants,2014
DTEA,DAVIDsTEA Inc.,Consumer Non-Durables,Food Chains,2015
DFNL,Davis Select Financial ETF,n/a,n/a,n/a
DUSA,Davis Select U.S. Equity ETF,n/a,n/a,n/a
DWLD,Davis Select Worldwide ETF,n/a,n/a,n/a
DWSN,Dawson Geophysical Company,Energy,Oil & Gas Production,n/a
DBVT,DBV Technologies S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",Consumer Services,Restaurants,2012
TACO,"Del Taco Restaurants, Inc.",Consumer Services,Restaurants,2014
TACOW,"Del Taco Restaurants, Inc.",Consumer Services,Restaurants,2014
DMPI,"DelMar Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a
DGAS,"Delta Natural Gas Company, Inc.",Public Utilities,Oil & Gas Production,1981
DELT,Delta Technology Holdings Limited,Basic Industries,Major Chemicals,n/a
DELTW,Delta Technology Holdings Limited,Basic Industries,Major Chemicals,2013
DENN,Denny&#39;s Corporation,Consumer Services,Restaurants,n/a
XRAY,DENTSPLY SIRONA Inc.,Health Care,Medical/Dental Instruments,1987
DEPO,"Depomed, Inc.",Health Care,Major Pharmaceuticals,n/a
DERM,"Dermira, Inc.",Health Care,Major Pharmaceuticals,2014
DEST,Destination Maternity Corporation,Consumer Services,Clothing/Shoe/Accessory Stores,n/a
DXLG,"Destination XL Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,n/a
DSWL,"Deswell Industries, Inc.",Consumer Non-Durables,Plastic Products,1995
DTRM,"Determine, Inc. ",Technology,Computer Software: Prepackaged Software,n/a
DXCM,"DexCom, Inc.",Health Care,Medical/Dental Instruments,2005
DXTR,Dextera Surgical Inc.,Health Care,Medical/Dental Instruments,n/a
DHXM,DHX Media Ltd.,n/a,n/a,n/a
DHIL,"Diamond Hill Investment Group, Inc.",Finance,Investment Managers,n/a
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas Production,2012
DCIX,Diana Containerships Inc.,Transportation,Marine Transportation,n/a
DRNA,"Dicerna Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2014
DFBG,Differential Brands Group Inc.,Consumer Non-Durables,Apparel,n/a
DFFN,Diffusion Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,n/a
DGII,Digi International Inc.,Technology,Computer Communications Equipment,1989
DGLT,"Digiliti Money Group, Inc.",Technology,Telecommunications Equipment,n/a
DMRC,Digimarc Corporation,Technology,EDP Services,n/a
DRAD,Digirad Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2004
DGLY,"Digital Ally, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,n/a
APPS,"Digital Turbine, Inc.",Miscellaneous,Multi-Sector Companies,n/a
DCOM,"Dime Community Bancshares, Inc.",Finance,Savings Institutions,n/a
DMTX,"Dimension Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2015
DIOD,Diodes Incorporated,Technology,Semiconductors,n/a
DISCA,"Discovery Communications, Inc.",Consumer Services,Television Services,n/a
DISCB,"Discovery Communications, Inc.",Consumer Services,Television Services,n/a
DISCK,"Discovery Communications, Inc.",Consumer Services,Television Services,n/a
DISH,DISH Network Corporation,Consumer Services,Television Services,1995
DVCR,Diversicare Healthcare Services Inc.,Health Care,Hospital/Nursing Management,n/a
SAUC,"Diversified Restaurant Holdings, Inc.",Consumer Services,Restaurants,n/a
DLHC,DLH Holdings Corp.,Technology,Professional Services,n/a
BOOM,DMC Global Inc.,Capital Goods,Industrial Specialties,n/a
DNBF,DNB Financial Corp,Finance,Major Banks,n/a
DLTR,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,1995
DGICA,"Donegal Group, Inc.",Finance,Property-Casualty Insurers,n/a
DGICB,"Donegal Group, Inc.",Finance,Property-Casualty Insurers,1986
DMLP,"Dorchester Minerals, L.P.",Energy,Oil & Gas Production,n/a
DORM,"Dorman Products, Inc.",Capital Goods,Auto Parts:O.E.M.,n/a
EAGL,Double Eagle Acquisition Corp.,Finance,Business Services,2015
EAGLU,Double Eagle Acquisition Corp.,Finance,Business Services,2015
EAGLW,Double Eagle Acquisition Corp.,Finance,Business Services,2015
DOVA,"Dova Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2017
DOTAU,"Draper Oakwood Technology Acquisition, Inc.",n/a,n/a,2017
DRYS,DryShips Inc.,Transportation,Marine Transportation,2005
DSPG,"DSP Group, Inc.",Technology,Semiconductors,1994
DLTH,Duluth Holdings Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,2015
DNKN,"Dunkin&#39; Brands Group, Inc.",Consumer Services,Restaurants,2011
DRRX,DURECT Corporation,Health Care,Major Pharmaceuticals,2000
DXPE,"DXP Enterprises, Inc.",Capital Goods,Industrial Machinery/Components,n/a
DYSL,Dynasil Corporation of America,Capital Goods,Industrial Machinery/Components,n/a
DYNT,Dynatronics Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,n/a
DVAX,Dynavax Technologies Corporation,Health Care,Major Pharmaceuticals,2004
ETFC,E*TRADE Financial Corporation,Finance,Savings Institutions,n/a
EBMT,"Eagle Bancorp Montana, Inc.",Finance,Major Banks,n/a
EGBN,"Eagle Bancorp, Inc.",Finance,Major Banks,n/a
EGLE,Eagle Bulk Shipping Inc.,Transportation,Marine Transportation,n/a
EFBI,"Eagle Financial Bancorp, Inc.",Finance,Savings Institutions,2017
EGRX,"Eagle Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2014
IGLE,Eagleline Acquisition Corp.,n/a,n/a,n/a
EWBC,"East West Bancorp, Inc.",Finance,Major Banks,n/a
EACQ,Easterly Acquisition Corp.,Capital Goods,Building Products,2015
EACQU,Easterly Acquisition Corp.,Capital Goods,Building Products,2015
EACQW,Easterly Acquisition Corp.,Capital Goods,Building Products,2015
EML,Eastern Company (The),Capital Goods,Industrial Machinery/Components,n/a
ESDI,"Eastside Distilling, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),n/a
ESDIW,"Eastside Distilling, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),n/a
EVGBC,Eaton Vance NextShares Trust,n/a,n/a,n/a
EVSTC,Eaton Vance NextShares Trust,n/a,n/a,n/a
EVLMC,Eaton Vance NextShares Trust II,n/a,n/a,n/a
EBAY,eBay Inc.,Miscellaneous,Business Services,1998
EBAYL,eBay Inc.,Miscellaneous,Business Services,n/a
EBIX,"Ebix, Inc.",Technology,EDP Services,n/a
ELON,Echelon Corporation,Technology,Computer Communications Equipment,1998
ECHO,"Echo Global Logistics, Inc.",Transportation,Oil Refining/Marketing,2009
SATS,EchoStar Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,n/a
EEI,"Ecology and Environment, Inc.",Consumer Services,Military/Government/Technical,1987
ESES,"Eco-Stim Energy Solutions, Inc.",Energy,Oilfield Services/Equipment,n/a
EDAP,EDAP TMS S.A.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1997
EDGE,"Edge Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2015
EDGW,"Edgewater Technology, Inc.",Technology,"Computer Software: Programming, Data Processing",n/a
EDIT,"Editas Medicine, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2016
EDUC,Educational Development Corporation,Consumer Durables,Consumer Specialties,n/a
EGAN,eGain Corporation,Technology,Computer Software: Prepackaged Software,1999
EGLT,Egalet Corporation,Health Care,Major Pharmaceuticals,2014
EHTH,"eHealth, Inc.",Finance,Specialty Insurers,2006
EIGR,"Eiger BioPharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014
EKSO,"Ekso Bionics Holdings, Inc.",Capital Goods,Industrial Machinery/Components,n/a
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Services,Restaurants,2014
EMITF,Elbit Imaging Ltd.,Consumer Services,Building operators,n/a
ESLT,Elbit Systems Ltd.,Capital Goods,Military/Government/Technical,n/a
ERI,"Eldorado Resorts, Inc.",Consumer Services,Hotels/Resorts,n/a
ESIO,"Electro Scientific Industries, Inc.",Miscellaneous,Industrial Machinery/Components,n/a
EA,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,n/a
EFII,"Electronics for Imaging, Inc.",Technology,Computer Communications Equipment,1992
ELSE,"Electro-Sensors, Inc.",Capital Goods,Industrial Machinery/Components,n/a
ELEC,Electrum Special Acquisition Corporation,Finance,Business Services,2015
ELECU,Electrum Special Acquisition Corporation,Finance,Business Services,2015
ELECW,Electrum Special Acquisition Corporation,Finance,Business Services,2015
EBIO,"Eleven Biotherapeutics, Inc.",Health Care,Major Pharmaceuticals,2014
DWAC,Elkhorn Commodity Rotation Strategy ETF,n/a,n/a,n/a
ESBK,Elmira Savings Bank NY (The),Finance,Major Banks,n/a
ELTK,Eltek Ltd.,Technology,Electrical Products,1997
EMCI,EMC Insurance Group Inc.,Finance,Property-Casualty Insurers,1982
EMCF,Emclaire Financial Corp,Finance,Major Banks,n/a
EMKR,EMCORE Corporation,Technology,Semiconductors,1997
EMMS,Emmis Communications Corporation,Consumer Services,Broadcasting,1994
NYNY,"Empire Resorts, Inc.",Consumer Services,Restaurants,n/a
ENTA,"Enanta Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2013
ECPG,Encore Capital Group Inc,Finance,Finance Companies,n/a
WIRE,Encore Wire Corporation,Capital Goods,Metal Fabrications,1992
ENDP,Endo International plc,Health Care,Major Pharmaceuticals,n/a
ECYT,"Endocyte, Inc.",Health Care,Major Pharmaceuticals,2011
ELGX,"Endologix, Inc.",Health Care,Medical/Dental Instruments,n/a
NDRA,ENDRA Life Sciences Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2017
NDRAW,ENDRA Life Sciences Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2017
EIGI,"Endurance International Group Holdings, Inc.",Technology,Computer Software: Prepackaged Software,2013
WATT,Energous Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,2014
EFOI,"Energy Focus, Inc.",Consumer Durables,Building Products,n/a
EHR,"Energy Hunter Resources, Inc.",n/a,n/a,n/a
ERII,"Energy Recovery, Inc.",Technology,Industrial Machinery/Components,2008
EXXI,"Energy XXI Gulf Coast, Inc.",Energy,Oil & Gas Production,n/a
ENG,ENGlobal Corporation,Consumer Services,Military/Government/Technical,n/a
ENPH,"Enphase Energy, Inc.",Technology,Semiconductors,2012
ESGR,Enstar Group Limited,Finance,Property-Casualty Insurers,n/a
ENFC,Entegra Financial Corp.,Finance,Banks,2014
ENTG,"Entegris, Inc.",Consumer Non-Durables,Plastic Products,2000
ENTL,"Entellus Medical, Inc.",Health Care,Medical/Dental Instruments,2015
ETRM,EnteroMedics Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2007
EBTC,Enterprise Bancorp Inc,Finance,Major Banks,n/a
EFSC,Enterprise Financial Services Corporation,Finance,Major Banks,n/a
ENZY          ,Enzymotec Ltd.,Consumer Durables,Specialty Chemicals,2013
EPZM,"Epizyme, Inc.",Health Care,Major Pharmaceuticals,2013
PLUS,ePlus inc.,Technology,Retail: Computer Software & Peripheral Equipment,1996
EQIX,"Equinix, Inc.",Consumer Services,Real Estate Investment Trusts,2000
EQFN,Equitable Financial Corp.,Finance,Savings Institutions,2015
EQBK,"Equity Bancshares, Inc.",Finance,Major Banks,2015
ERIC,Ericsson,Technology,Radio And Television Broadcasting And Communications Equipment,n/a
ERIE,Erie Indemnity Company,Finance,Specialty Insurers,n/a
ESCA,"Escalade, Incorporated",Consumer Non-Durables,Recreational Products/Toys,n/a
ESPR,"Esperion Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2013
ESQ,"Esquire Financial Holdings, Inc.",Finance,Commercial Banks,2017
ESSA,"ESSA Bancorp, Inc.",Finance,Banks,n/a
EPIX,ESSA Pharma Inc.,Health Care,Major Pharmaceuticals,n/a
ESND,Essendant Inc.,Consumer Services,Paper,n/a
ETSY,"Etsy, Inc.",Miscellaneous,Business Services,2015
CLWT,Euro Tech Holdings Company Limited,Consumer Durables,Diversified Electronic Products,1997
EEFT,"Euronet Worldwide, Inc.",Finance,Investment Bankers/Brokers/Service,1997
ESEA,Euroseas Ltd.,Transportation,Marine Transportation,n/a
EVEP,"EV Energy Partners, L.P.",Energy,Oil & Gas Production,2006
EVBG,"Everbridge, Inc.",Technology,Computer Software: Prepackaged Software,2016
EVK,"Ever-Glory International Group, Inc.",Consumer Non-Durables,Apparel,n/a
MRAM,"Everspin Technologies, Inc.",Technology,Semiconductors,2016
EVLV,EVINE Live Inc.,Consumer Services,Catalog/Specialty Distribution,n/a
EVGN,Evogene Ltd.,Basic Industries,Agricultural Chemicals,n/a
EVOK,"Evoke Pharma, Inc.",Health Care,Major Pharmaceuticals,2013
EVOL,"Evolving Systems, Inc.",Technology,EDP Services,1998
EXA,Exa Corporation,Technology,Computer Software: Prepackaged Software,2012
EXAS,Exact Sciences Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch,2001
EXAC,"Exactech, Inc.",Health Care,Industrial Specialties,1996
XELA,"Exela Technologies, Inc.",Miscellaneous,Business Services,2015
EXEL,"Exelixis, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,2000
EXFO,EXFO Inc,Capital Goods,Electrical Products,n/a
EXLS,"ExlService Holdings, Inc.",Miscellaneous,Business Services,2006
EXPE,"Expedia, Inc.",Consumer Services,Transportation Services,n/a
EXPD,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,n/a
EXPO,"Exponent, Inc.",Consumer Services,Professional Services,n/a
ESRX,Express Scripts Holding Company,Health Care,Medical/Nursing Services,1992
XOG,"Extraction Oil & Gas, Inc.",Energy,Oil & Gas Production,2016
EXTR,"Extreme Networks, Inc.",Technology,Computer Communications Equipment,1999
EYEG,"Eyegate Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a
EYEGW,"Eyegate Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a
EZPW,"EZCORP, Inc.",Consumer Services,Other Specialty Stores,1991
FFIV,"F5 Networks, Inc.",Technology,Computer Communications Equipment,1999
FB,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing",2012
FALC,"FalconStor Software, Inc.",Technology,Computer Software: Prepackaged Software,n/a
DAVE,"Famous Dave&#39;s of America, Inc.",Consumer Services,Restaurants,n/a
FANH,Fanhua Inc.,Finance,Specialty Insurers,n/a
FARM,Farmer Brothers Company,Consumer Non-Durables,Packaged Foods,n/a
FMAO,"Farmers & Merchants Bancorp, Inc.",Finance,Savings Institutions,n/a
FFKT,Farmers Capital Bank Corporation,Finance,Major Banks,n/a
FMNB,Farmers National Banc Corp.,Finance,Major Banks,n/a
FARO,"FARO Technologies, Inc.",Capital Goods,Industrial Machinery/Components,1997
FAST,Fastenal Company,Consumer Services,RETAIL: Building Materials,1987
FATE,"Fate Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2013
FBSS,"Fauquier Bankshares, Inc.",Finance,Major Banks,n/a
FSAC,Federal Street Acquisition Corp.,Finance,Business Services,2017
FSACU,Federal Street Acquisition Corp.,Finance,Business Services,2017
FSACW,Federal Street Acquisition Corp.,Finance,Business Services,2017
